City,Month,t2m_72_1,t2m_72_5,t2m_72_10,t2m_72_90,t2m_72_95,t2m_72_99
FortGreely,1,270.257708849519,266.048600800191,263.421266033284,239.318278242933,236.327532667775,232.434625274504
FortGreely,2,272.895799179495,269.673773321452,267.027920660387,243.951853484768,241.596403550985,236.820316222054
FortGreely,3,275.215991323462,272.211827753852,270.342536279487,251.034903144291,248.038509984714,243.390315029819
FortGreely,4,278.601692103611,276.864994530911,275.661642547879,263.41452446484,260.639995739187,255.505198771427
FortGreely,5,286.90441233437,284.440044936225,283.408686208672,274.210402367771,272.463054205051,268.437848183076
FortGreely,6,292.822766476549,290.739976341485,289.196263220147,281.821200329726,281.055861919352,279.263699683757
FortGreely,7,293.021327217125,291.449630690226,290.526596816474,284.417752574748,283.530030032918,281.151375471525
FortGreely,8,290.86298614576,289.344266203695,288.443807588962,281.317529506836,279.993887576579,276.948618056399
FortGreely,9,287.325284070475,284.923055518731,283.573637174072,273.284474420098,271.482394556139,268.376711036591
FortGreely,10,280.362896909432,277.365974213257,275.650102906928,261.344022720181,258.865495120016,253.609799778124
FortGreely,11,273.281937865343,270.937235366279,268.776757524889,247.886304499105,244.589992490777,239.902038796014
FortGreely,12,269.364234350933,266.205922619968,264.268068575982,240.829030705906,237.501793885735,232.398911908603
