City,Month,t2m_24_1,t2m_24_5,t2m_24_10,t2m_24_90,t2m_24_95,t2m_24_99
EglinAFB,1,293.692915040743,292.083238887032,290.816989198454,277.814452983138,275.935425625122,272.543018090337
EglinAFB,2,294.17341919987,292.654415685384,291.62242537797,279.840448159464,278.183518735148,275.227269129045
EglinAFB,3,295.780174323909,294.454059910612,293.66829451604,283.792953219385,281.964889563477,278.826935617477
EglinAFB,4,297.490675356462,296.426424396159,295.86994991154,288.869886238688,287.46909104777,284.811626479883
EglinAFB,5,300.872794807747,299.676936361279,299.095605701522,293.99626840013,292.899899592065,290.587323340615
EglinAFB,6,303.609971738892,302.133998939453,301.583382068604,297.897405581258,297.350242969401,295.800038297404
EglinAFB,7,303.498244356742,302.635286507088,302.174441732869,299.016369204549,298.584376607918,297.735497729502
EglinAFB,8,303.469928969463,302.531071708911,302.059261241447,298.893926814543,298.443358030273,297.556649855706
EglinAFB,9,302.047940738241,301.270321666829,300.872953211995,296.173597565185,294.821224555664,292.240466201489
EglinAFB,10,300.031364307205,298.867054678662,298.056742456706,289.476415440568,288.0109797972,285.315096152257
EglinAFB,11,297.053426698039,295.331310084473,294.31124245634,283.398450027751,281.838663869222,279.132030354899
EglinAFB,12,294.932607065142,292.9604528007,291.931801372022,279.722348084611,278.025548820972,274.966625471232
