City,Month,t2m_72_1,t2m_72_5,t2m_72_10,t2m_72_90,t2m_72_95,t2m_72_99
AndoyaSpaceCenter,1,278.49565575628,277.349506487196,276.555319703613,269.145673681505,268.178363348036,265.791154955054
AndoyaSpaceCenter,2,278.148291153212,277.007703434177,276.292604552748,268.584980173611,267.21668226142,265.017140446194
AndoyaSpaceCenter,3,278.311011935891,277.336496996514,276.702093579861,270.016279199938,269.064736399617,267.468864501074
AndoyaSpaceCenter,4,279.925251090101,278.618835901082,278.002926122369,272.483716713799,271.609025071208,270.229448567695
AndoyaSpaceCenter,5,282.723360897073,281.479696330173,280.796253607679,275.712619187419,274.96999901884,273.877845387896
AndoyaSpaceCenter,6,286.352479506687,284.649232551541,283.821572385864,278.625568399929,277.984481769477,277.058063598958
AndoyaSpaceCenter,7,288.512648628887,287.218510221463,286.443603391737,281.712082897393,281.134251446615,280.347786525765
AndoyaSpaceCenter,8,289.072220330222,287.580317097683,286.940229212714,282.371463024428,281.84844711891,280.890140542622
AndoyaSpaceCenter,9,286.756891103529,285.508216662055,284.832730701294,279.534046416287,278.839192949422,277.43579950038
AndoyaSpaceCenter,10,283.707001904226,282.516575614651,281.92598972092,275.460398116876,274.59305119774,273.16276961091
AndoyaSpaceCenter,11,281.007527203152,279.830623447469,279.00288357761,272.586160065104,271.452363541938,269.773591842299
AndoyaSpaceCenter,12,279.272700724927,278.208346575738,277.545776035536,270.140075878988,268.957507937405,266.822992210159
