City,Month,t2m_24_1,t2m_24_5,t2m_24_10,t2m_24_90,t2m_24_95,t2m_24_99
AndoyaSpaceCenter,1,278.994651037435,277.865280665385,276.943368112793,268.731422290446,267.63027758016,265.191930410372
AndoyaSpaceCenter,2,278.780763943237,277.518259105835,276.707078188273,268.280347514445,266.808641932373,264.383654136922
AndoyaSpaceCenter,3,278.746452378792,277.781669558309,277.048565300619,269.760364140828,268.735233783936,266.927456566024
AndoyaSpaceCenter,4,280.424403549479,278.949119525146,278.310792067871,272.375861310018,271.394508110758,269.932173795166
AndoyaSpaceCenter,5,283.325545845255,281.85331595695,281.025459015137,275.606133112712,274.829828447998,273.70342216556
AndoyaSpaceCenter,6,287.095069790527,285.15804791687,284.109715433146,278.653932610474,277.931119640503,276.909293526327
AndoyaSpaceCenter,7,289.24115086272,287.737590679443,286.822325434082,281.629720638794,281.026623595134,280.145637804923
AndoyaSpaceCenter,8,289.448685837134,287.884096846964,287.102993020426,282.131083437541,281.521842006795,280.526303822339
AndoyaSpaceCenter,9,286.970120905721,285.648315610555,284.921404044189,279.217905754801,278.46002292745,277.033524172241
AndoyaSpaceCenter,10,283.917077425456,282.665022112671,282.0148992771,275.031184370036,274.173451381185,272.686721501066
AndoyaSpaceCenter,11,281.387996600423,280.151501909993,279.341455625,272.147096620483,271.056746120199,269.357149388875
AndoyaSpaceCenter,12,279.860074973104,278.652612204712,277.846336923543,269.776881599813,268.539071695394,266.100809449943
