Month,KS_p,KS_sig,p_1,p_5,p_10,p_90,p_95,p_99
1,1.18109449255123e-22,1,5.75969909928676e-06,0.759366840617338,6.83651501758295e-07,1.09555912788564e-25,8.5582337233031e-31,4.41221995528581e-40
2,0.00115370999198609,1,0.0305201644044818,5.20458650325299e-17,2.99089481039308e-28,0.151781811355947,0.0461366825483897,0.166749222591159
3,9.98892653812872e-18,1,0.248571458950744,0.000717195309986558,0.00317624776661466,9.9330182239947e-14,1.15944440497995e-19,4.92623791841711e-22
4,1.65784087722341e-71,1,0.148873854625211,0.430420153401639,0.000111985233021974,2.47307848597957e-78,1.06981252352266e-81,1.7750856959649e-88
5,2.40814256921265e-79,1,0.0127082984085984,0.603167279689443,0.416245508867898,2.59309207062356e-78,1.04727691921956e-79,7.13021217822852e-88
6,1.50504101321639e-25,1,0.111603813631721,0.0973829171657524,0.833049395927967,9.27492725951343e-24,7.00762981204412e-28,5.14123629190874e-35
7,8.91654649889448e-146,1,0.00110967968345024,0.0378986895504294,0.000188402045157289,5.55015348479555e-126,2.98183033907735e-142,7.95403458553285e-161
8,1.30555431970709e-73,1,0.000704123397940411,6.01608874705239e-05,0.274688655225497,3.74589765377397e-62,2.39399874614747e-73,3.8875566164511e-87
9,1.10880657666295e-125,1,0.000636110591497998,0.0345163488458507,8.38934020232797e-08,8.02992737191591e-146,5.95843275170729e-158,3.35783249545224e-167
10,6.60797030126171e-80,1,0.370746673682851,0.26303844491375,0.527993550894607,1.73498795934319e-86,7.3261765564948e-107,5.82366339118456e-116
11,2.86516444182455e-52,1,0.199515850648114,0.00313878221449715,0.000179508346916399,9.37373980985943e-56,1.07551927927762e-52,1.36753198117653e-54
12,9.57768885259302e-31,1,0.00401826547141133,0.593035516337365,0.101043990961769,7.7486864692284e-25,1.09202984557847e-30,9.20967144507399e-39
