City,Year,t2m_1,t2m_5,t2m_10,t2m_90,t2m_95,t2m_99,Month_1,Month_5,Month_10,Month_90,Month_95,Month_99
DiegoGarciaIsland,1984,301.723098064063,301.432568292969,301.272140607422,299.13762371875,298.979464400391,298.739577720117,4,4,4,4,4,4
DiegoGarciaIsland,1985,301.187325909961,300.959852146484,300.835246231445,299.145258300781,298.885208441406,298.630608392187,4,4,4,4,4,4
DiegoGarciaIsland,1986,301.151928089453,300.99120565918,300.808031206055,299.139292106836,298.884751511719,298.702250516797,4,4,4,5,4,4
DiegoGarciaIsland,1987,301.611846182187,301.427710135742,301.292254642578,299.538831214844,299.406870765625,299.176916475781,3,4,4,4,4,4
DiegoGarciaIsland,1988,301.935654662891,301.734820195313,301.59113090625,299.598730393555,299.361628941406,298.965807448477,4,4,4,4,4,3
DiegoGarciaIsland,1989,301.296870163867,301.179118427734,301.071596026367,299.528203705078,299.190433433594,298.794576976562,4,4,4,4,4,4
DiegoGarciaIsland,1990,301.795160103125,301.536554984375,301.329116049219,299.548759287695,299.318862776172,298.882866000625,2,5,5,5,5,5
DiegoGarciaIsland,1991,302.1421103,301.929796154297,301.691161628906,299.668689321094,299.402378280859,298.957187367578,4,4,4,5,5,4
DiegoGarciaIsland,1992,301.78812852582,301.42410500957,301.283815320312,299.417580849609,299.205010755859,298.945439846484,3,3,4,4,4,4
DiegoGarciaIsland,1993,301.360766675,301.188153725586,301.059535014648,299.135758292969,298.912100816406,298.724973396289,4,4,4,4,4,4
DiegoGarciaIsland,1994,301.382577124805,301.229390696289,301.096831647461,299.232775802734,299.035368240234,298.711407487617,4,4,4,4,4,5
DiegoGarciaIsland,1995,301.469199110117,301.327074004883,301.217485990234,299.558446888672,299.341719487305,298.814351769141,5,4,4,4,4,4
DiegoGarciaIsland,1996,301.835233139687,301.480277050391,301.19890622207,299.360157446289,299.093992349609,298.732382664922,3,3,3,4,4,5
DiegoGarciaIsland,1997,301.769000975703,301.57705969043,301.472794240234,299.739882521484,299.491332246094,299.216764017031,12,11,11,12,12,12
DiegoGarciaIsland,1998,302.25341913418,301.997865835937,301.887075375977,300.176525485352,299.864231255859,299.626983889844,4,4,4,4,4,4
DiegoGarciaIsland,1999,301.446179965273,301.195726962305,300.986067753711,299.256778523438,298.995644501953,298.723685502148,3,3,12,4,4,4
DiegoGarciaIsland,2000,301.747007753516,301.506979299805,301.277549583984,299.340848334961,299.098575201172,298.702122655469,4,4,4,4,4,4
DiegoGarciaIsland,2001,301.737961363477,301.581339415039,301.351063451172,299.444655800195,299.230333691211,298.945367118398,4,4,4,5,5,5
DiegoGarciaIsland,2002,301.622895589258,301.355692841797,301.110030071094,299.287035628906,299.149424055664,298.942808754102,3,3,3,4,4,4
DiegoGarciaIsland,2003,301.958926700273,301.828722282031,301.683706894141,299.546919805664,299.33297687793,298.918686487695,2,2,2,4,4,4
DiegoGarciaIsland,2004,302.290924773477,301.895655597461,301.530694650781,299.343500392578,299.14213753125,298.763622541406,3,3,3,4,4,4
DiegoGarciaIsland,2005,302.578444920156,302.223978989063,301.998848158594,299.600320555664,299.378232336914,299.043962819922,3,3,3,4,4,4
DiegoGarciaIsland,2006,302.010836935938,301.797853503906,301.619568697266,299.26713484082,299.063181097656,298.705177332812,11,11,11,11,11,11
DiegoGarciaIsland,2007,302.233234841992,301.811667535937,301.692758137305,299.341863487305,299.136461132813,298.83989549125,4,2,2,4,4,5
DiegoGarciaIsland,2008,301.270162999023,300.918953800781,300.7051078,299.156835063867,298.771767203516,298.423650849336,4,1,1,5,5,1
DiegoGarciaIsland,2009,301.567832333594,301.295893661719,301.141631643555,299.382177005664,299.140262214844,298.856467340156,4,3,3,12,12,12
DiegoGarciaIsland,2010,302.240511541992,301.966665246094,301.806790432617,300.101618601563,299.856005786133,299.360853595117,4,4,4,4,4,4
DiegoGarciaIsland,2011,301.564240864844,301.270775904297,301.060996935547,299.222521344727,299.035852576953,298.663985406836,11,11,11,5,5,5
DiegoGarciaIsland,2012,301.829661858984,301.489123930664,301.302976048828,299.238165965039,299.03507757207,298.807802643828,4,4,4,5,5,5
DiegoGarciaIsland,2013,302.217459806484,301.823887197266,301.689277171875,299.757172382422,299.493791454297,299.107336712266,3,3,3,3,3,3
DiegoGarciaIsland,2014,301.782081856484,301.462323134766,301.353232091016,299.653770632227,299.513126369531,299.226708965547,2,4,2,5,5,5
DiegoGarciaIsland,2015,302.495610806719,302.015373356836,301.89828462793,299.79003070957,299.49425590332,299.248689400313,3,5,5,5,5,5
DiegoGarciaIsland,2016,302.711989344844,302.463934255859,302.321739331055,300.291419483398,300.102460837891,299.719150621016,3,4,4,4,4,3
DiegoGarciaIsland,2017,301.461071917812,301.232372962891,301.084608743164,299.494334768555,299.247680931641,298.90753938125,2,2,4,5,4,4
DiegoGarciaIsland,2018,301.600400145273,301.424268686719,301.310904103906,299.552749766602,299.306330070312,299.008451353125,3,3,3,4,4,4
DiegoGarciaIsland,2019,302.186180243828,301.952019178125,301.746000417578,300.119817070898,299.815407429102,299.480150943828,3,3,3,5,5,5
DiegoGarciaIsland,2020,302.086602862305,301.923800202148,301.823061355469,300.117158552734,299.896481918945,299.438942018359,4,4,4,4,4,4
DiegoGarciaIsland,2021,301.864925623281,301.693450463086,301.474308400586,299.596089645703,299.323776492969,298.846989082773,3,3,3,5,5,3
DiegoGarciaIsland,2022,302.010375778125,301.807901527344,301.665702663086,299.511532400391,299.245111318359,299.010282067773,4,4,4,4,4,4
DiegoGarciaIsland,2023,301.763977816953,301.62330867793,301.457890666016,300.192819035156,299.938296098633,299.37450389668,3,3,3,11,11,11
DiegoGarciaIsland,2024,302.75834613207,302.462989743359,302.271371497852,300.62668727832,300.347089564453,300.057453001563,3,3,3,4,4,4
DiegoGarciaIsland,2025,302.276764803516,302.045224888672,301.905631751953,299.706267366406,299.458315636719,299.188553561211,4,4,4,5,4,5
