Month,KS_p,KS_sig,p_1,p_5,p_10,p_90,p_95,p_99
1,1.63734563841416e-51,1,4.35709897598702e-05,0.127586265725001,0.00117593419124495,0.0547567047376067,0.971967603091008,NaN
2,8.86056454133418e-06,1,0.52452227107478,7.43389290447298e-34,2.30169915014929e-20,1.40208940748666e-18,4.39850842605991e-15,NaN
3,1.61394121877479e-44,1,3.6949447680598e-05,5.31754576989091e-15,0.00170951973841001,2.99889787062572e-09,1.21189816310121e-15,NaN
4,4.31975329036611e-102,1,0.068209011878982,0.00132386344374986,5.64781495166669e-08,0.0219363045715903,0.139483023169955,0.296326346963913
5,2.65378694802749e-151,1,0.196618459075054,0.0616510955091527,0.0352057910600417,0.0723654632534747,0.22369743949379,NaN
6,3.84124912573502e-44,1,3.09453259977527e-05,0.462868724968013,0.0506094583570228,0.00200767312841115,0.344175546994693,NaN
7,9.67154848611057e-286,1,0.190604756114311,0.0167778416595644,2.54617390288973e-12,1.00435024686073e-10,0.764991829446789,NaN
8,3.10491452581473e-136,1,5.56264521888051e-06,0.0135432626550499,0.609137451023961,0.000156002085032152,3.56946488180887e-07,0.00790122927125944
9,5.92575086815248e-218,1,0.0010523650508504,0.905386557166085,0.0178528155927879,0.000193854802436532,0.102222605234861,0.0172924984498589
10,1.00382989574587e-174,1,6.39214938660725e-07,0.104061719293137,0.0478524148320756,0.595642337716002,9.01813116918462e-07,NaN
11,1.69241102000333e-109,1,0.280504326669841,9.93405577163931e-19,4.05717515433998e-19,0.187905781851372,4.19752712295583e-07,NaN
12,3.73833045274335e-66,1,0.882440024963113,0.00135938336947536,1.7367280901806e-05,9.18830556611774e-07,1.23860642526303e-08,NaN
