year,month,day,hour,t2m
2007,1,1,0,285.9494996484375
2007,1,1,1,284.48665730468747
2007,1,1,2,283.5026254492188
2007,1,1,3,280.1167929101562
2007,1,1,4,278.7294831054688
2007,1,1,5,278.8360051757813
2007,1,1,6,278.27806338867185
2007,1,1,7,277.6671080273438
2007,1,1,8,276.7356057617188
2007,1,1,9,276.1727687695313
2007,1,1,10,274.52418351562505
2007,1,1,11,274.37837755859374
2007,1,1,12,274.66955675781253
2007,1,1,13,274.3199915722657
2007,1,1,14,274.0536516308594
2007,1,1,15,275.3116914550782
2007,1,1,16,277.2714819238281
2007,1,1,17,280.091250546875
2007,1,1,18,281.94791587890626
2007,1,1,19,283.05931464843746
2007,1,1,20,283.99107776367185
2007,1,1,21,286.24865078125003
2007,1,1,22,286.6362735546875
2007,1,1,23,286.696535078125
2007,1,2,0,286.46512662109376
2007,1,2,1,285.8721496582031
2007,1,2,2,285.21653517578125
2007,1,2,3,281.98592292968755
2007,1,2,4,281.45750965820315
2007,1,2,5,280.94021498046874
2007,1,2,6,280.41635222656254
2007,1,2,7,280.33657148437504
2007,1,2,8,280.8893886230469
2007,1,2,9,278.13109189453127
2007,1,2,10,278.1001686328125
2007,1,2,11,277.56797785156255
2007,1,2,12,276.80191521484375
2007,1,2,13,276.74291009765625
2007,1,2,14,277.2572153613281
2007,1,2,15,278.16805871093754
2007,1,2,16,279.3128503027344
2007,1,2,17,283.0493185546875
2007,1,2,18,284.05901580078125
2007,1,2,19,284.62860940429687
2007,1,2,20,284.9162619042969
2007,1,2,21,286.84217375976567
2007,1,2,22,287.1604561328125
2007,1,2,23,286.9337043554687
2007,1,3,0,287.5586607421875
2007,1,3,1,287.22216073242186
2007,1,3,2,287.3305058007812
2007,1,3,3,284.3114209375
2007,1,3,4,284.4196295703125
2007,1,3,5,283.00224556640626
2007,1,3,6,282.835517578125
2007,1,3,7,282.30364015625
2007,1,3,8,281.60408861328125
2007,1,3,9,279.84936501953126
2007,1,3,10,279.4831769921875
2007,1,3,11,279.1399924804688
2007,1,3,12,279.1523387109375
2007,1,3,13,278.7085778515625
2007,1,3,14,278.45857642578125
2007,1,3,15,278.35783384765625
2007,1,3,16,279.9234646777344
2007,1,3,17,282.68088341796874
2007,1,3,18,284.46297375
2007,1,3,19,285.7251946875
2007,1,3,20,286.767000625
2007,1,3,21,288.7329640429688
2007,1,3,22,288.978477265625
2007,1,3,23,289.6869667871094
2007,1,4,0,289.3779874414062
2007,1,4,1,287.12126697265626
2007,1,4,2,287.10019263671876
2007,1,4,3,284.6457128710938
2007,1,4,4,282.3467315234375
2007,1,4,5,281.14695224609375
2007,1,4,6,279.8926661328125
2007,1,4,7,279.016439921875
2007,1,4,8,278.29102505859373
2007,1,4,9,277.0210780273438
2007,1,4,10,275.8082284375
2007,1,4,11,275.9174719921875
2007,1,4,12,275.9213430175781
2007,1,4,13,275.31727061523435
2007,1,4,14,274.989203203125
2007,1,4,15,275.5283491992188
2007,1,4,16,277.9570342773438
2007,1,4,17,280.0888032226562
2007,1,4,18,283.2677058984375
2007,1,4,19,285.566140234375
2007,1,4,20,286.30685759765623
2007,1,4,21,287.2690358007813
2007,1,4,22,287.42225552734374
2007,1,4,23,285.58106216796875
2007,1,5,0,284.6044621191407
2007,1,5,1,284.46164603515626
2007,1,5,2,284.1591490136719
2007,1,5,3,282.21373434570313
2007,1,5,4,281.015458671875
2007,1,5,5,280.3957876171875
2007,1,5,6,279.43570091796875
2007,1,5,7,278.59353351562504
2007,1,5,8,279.43317677734376
2007,1,5,9,278.25526050781247
2007,1,5,10,277.46103706054686
2007,1,5,11,276.72241859375004
2007,1,5,12,275.832125078125
2007,1,5,13,276.3007098828125
2007,1,5,14,276.3244709765625
2007,1,5,15,276.27363360351563
2007,1,5,16,276.91424533203127
2007,1,5,17,277.7268778320312
2007,1,5,18,278.16241138671876
2007,1,5,19,278.22393669921877
2007,1,5,20,278.8265454882813
2007,1,5,21,279.6458926367187
2007,1,5,22,279.5894965039062
2007,1,5,23,279.74877984375
2007,1,6,0,279.63206077148436
2007,1,6,1,279.004981171875
2007,1,6,2,278.91508015625
2007,1,6,3,276.3304235351563
2007,1,6,4,275.4245305273438
2007,1,6,5,275.92580502929684
2007,1,6,6,276.924656875
2007,1,6,7,276.8670153222656
2007,1,6,8,276.37230442382815
2007,1,6,9,275.96731423828123
2007,1,6,10,274.34472060546875
2007,1,6,11,272.8915511914063
2007,1,6,12,272.3259452832031
2007,1,6,13,272.3769467382813
2007,1,6,14,271.7522053710938
2007,1,6,15,271.7845121484375
2007,1,6,16,273.02042387695315
2007,1,6,17,276.00725796875
2007,1,6,18,277.4802130078125
2007,1,6,19,278.2139059765625
2007,1,6,20,279.212760078125
2007,1,6,21,280.97083864257814
2007,1,6,22,282.49132505859376
2007,1,6,23,282.6552254296875
2007,1,7,0,282.7732009179687
2007,1,7,1,282.60361998046875
2007,1,7,2,282.6939192285156
2007,1,7,3,279.38780509765627
