year,month,day,hour,t2m
1952,1,1,0,299.1726165449219
1952,1,1,1,299.1928944570313
1952,1,1,2,299.2689698378906
1952,1,1,3,299.3771596113281
1952,1,1,4,299.5620364609375
1952,1,1,5,299.67815834570314
1952,1,1,6,299.6824131875
1952,1,1,7,299.6641892402344
1952,1,1,8,299.5800933554687
1952,1,1,9,299.41454148046876
1952,1,1,10,300.2555561933594
1952,1,1,11,300.469501421875
1952,1,1,12,300.54731298046875
1952,1,1,13,300.61323783984375
1952,1,1,14,300.6402579140625
1952,1,1,15,300.60942831250003
1952,1,1,16,300.5892849277344
1952,1,1,17,300.5240253710938
1952,1,1,18,300.432928890625
1952,1,1,19,300.24143087109377
1952,1,1,20,300.0638410097656
1952,1,1,21,299.89235266796874
1952,1,1,22,300.06153446875
1952,1,1,23,299.9647934921875
1952,1,2,0,299.8911062304687
1952,1,2,1,299.86643636328125
1952,1,2,2,299.87551935742187
1952,1,2,3,299.92868570703126
1952,1,2,4,300.015186734375
1952,1,2,5,300.12174972265626
1952,1,2,6,300.24176911328124
1952,1,2,7,300.36627141015623
1952,1,2,8,300.4299989648437
1952,1,2,9,300.4951894140625
1952,1,2,10,300.64244880859377
1952,1,2,11,300.6126019707031
1952,1,2,12,300.57911547265627
1952,1,2,13,300.6424696132812
1952,1,2,14,300.6089318046875
1952,1,2,15,300.53168965625
1952,1,2,16,300.3613478105469
1952,1,2,17,299.63118485156247
1952,1,2,18,298.9331143125
1952,1,2,19,298.974737703125
1952,1,2,20,298.71765804492185
1952,1,2,21,298.37765107421876
1952,1,2,22,298.197355828125
1952,1,2,23,298.0764082734375
1952,1,3,0,298.201685984375
1952,1,3,1,298.4406476796875
1952,1,3,2,298.8055703476562
1952,1,3,3,299.13417603515626
1952,1,3,4,299.3193818417969
1952,1,3,5,299.46858028125
1952,1,3,6,299.4692793984375
1952,1,3,7,299.62396634960936
1952,1,3,8,299.5836520820312
1952,1,3,9,299.4968429570313
1952,1,3,10,300.20814739453124
1952,1,3,11,300.2832391015625
1952,1,3,12,300.36593616796875
1952,1,3,13,300.4320938925781
1952,1,3,14,300.4283767421875
1952,1,3,15,300.3750614765625
1952,1,3,16,300.32231993749997
1952,1,3,17,300.2480163652344
1952,1,3,18,300.1948692382813
1952,1,3,19,300.1261976875
1952,1,3,20,300.025228046875
1952,1,3,21,299.9441552285156
1952,1,3,22,299.62590817968754
1952,1,3,23,299.61895431249997
1952,1,4,0,299.62361952734375
1952,1,4,1,299.6861712910156
1952,1,4,2,299.74569337890625
1952,1,4,3,299.8131562246094
1952,1,4,4,299.933988859375
1952,1,4,5,300.04713288671877
1952,1,4,6,300.094419421875
1952,1,4,7,300.0112213730469
1952,1,4,8,300.0201375820313
1952,1,4,9,300.0951275625
1952,1,4,10,299.9290847480469
1952,1,4,11,300.1476525546875
1952,1,4,12,300.2926123183594
1952,1,4,13,300.38176580859374
1952,1,4,14,300.39861691796875
1952,1,4,15,300.41588624999997
1952,1,4,16,300.40539936914064
1952,1,4,17,300.33620175976563
1952,1,4,18,300.25078249609373
1952,1,4,19,300.1565144453125
1952,1,4,20,300.04463667968747
1952,1,4,21,299.9215669941406
1952,1,4,22,299.8774022109375
1952,1,4,23,299.89832157421876
1952,1,5,0,299.91216224609377
1952,1,5,1,299.93844963867184
1952,1,5,2,299.994215109375
1952,1,5,3,300.04881141015625
1952,1,5,4,300.13236214648435
1952,1,5,5,300.146739328125
1952,1,5,6,300.2293721054687
1952,1,5,7,300.38973544140623
1952,1,5,8,300.46801183789063
