year,month,day,hour,t2m
1975,1,1,0,247.56217856933594
1975,1,1,1,247.82324359375
1975,1,1,2,248.18397520996092
1975,1,1,3,246.60575435546875
1975,1,1,4,246.56753628417968
1975,1,1,5,245.55743479492187
1975,1,1,6,245.56854760742186
1975,1,1,7,245.48485159667968
1975,1,1,8,244.65564650390624
1975,1,1,9,243.3931532080078
1975,1,1,10,241.91391941894528
1975,1,1,11,242.16132645996092
1975,1,1,12,242.28700528320311
1975,1,1,13,242.6211679345703
1975,1,1,14,243.51792104492185
1975,1,1,15,243.82637931640625
1975,1,1,16,243.52355599609376
1975,1,1,17,243.73576807128904
1975,1,1,18,243.5640001171875
1975,1,1,19,243.37752684570313
1975,1,1,20,242.39930222656253
1975,1,1,21,241.57639191894532
1975,1,1,22,240.61260580566406
1975,1,1,23,241.09891273925783
1975,1,2,0,241.2375355810547
1975,1,2,1,241.40966452148436
1975,1,2,2,240.04887034667968
1975,1,2,3,239.26577275390625
1975,1,2,4,239.17967998046873
1975,1,2,5,239.02776208984375
1975,1,2,6,239.20630978027344
1975,1,2,7,239.20031815917966
1975,1,2,8,239.1566373046875
1975,1,2,9,238.84330332031251
1975,1,2,10,237.49516662109374
1975,1,2,11,237.75238639648435
1975,1,2,12,237.94093329589842
1975,1,2,13,238.20716198242187
1975,1,2,14,237.69491646484374
1975,1,2,15,234.3242053173828
1975,1,2,16,233.64096708984374
1975,1,2,17,233.0001110546875
1975,1,2,18,232.60022765624998
1975,1,2,19,232.38444579589842
1975,1,2,20,232.04766397460938
1975,1,2,21,233.04243603027342
1975,1,2,22,235.2022941796875
1975,1,2,23,234.95869888671874
1975,1,3,0,235.24117377441408
1975,1,3,1,235.41002494140625
1975,1,3,2,235.8792772216797
1975,1,3,3,236.9870324121094
1975,1,3,4,237.22978791992185
1975,1,3,5,237.05689438476563
1975,1,3,6,237.31589049804688
1975,1,3,7,237.07377287597657
1975,1,3,8,237.07076828613282
1975,1,3,9,235.983094453125
1975,1,3,10,236.03032514648436
1975,1,3,11,235.93054373046874
1975,1,3,12,236.0115362841797
1975,1,3,13,235.74968282714843
1975,1,3,14,235.45229438964844
1975,1,3,15,235.40263615722657
1975,1,3,16,234.58531717773437
1975,1,3,17,234.1346878027344
1975,1,3,18,233.97367655273436
1975,1,3,19,234.2338551171875
1975,1,3,20,233.7905804785156
1975,1,3,21,234.47780920410156
1975,1,3,22,235.4305641503906
1975,1,3,23,235.59821150878906
1975,1,4,0,235.4426160595703
1975,1,4,1,235.6386391455078
1975,1,4,2,234.18611392089844
1975,1,4,3,233.80561532226562
1975,1,4,4,233.37548580566406
1975,1,4,5,232.08398963378903
1975,1,4,6,232.2119924609375
1975,1,4,7,232.26019991210939
1975,1,4,8,232.23729423828124
1975,1,4,9,232.3012810253906
1975,1,4,10,231.96630539550782
