year,month,day,hour,t2m
1982,1,1,0,288.60353776367185
1982,1,1,1,288.72048093359376
1982,1,1,2,288.0469868730469
1982,1,1,3,287.3229968046875
1982,1,1,4,286.9490095742188
1982,1,1,5,286.60219784765627
1982,1,1,6,286.5565073125
1982,1,1,7,286.01403243359374
1982,1,1,8,286.1900893203125
1982,1,1,9,285.6326869414063
1982,1,1,10,285.7318143789062
1982,1,1,11,285.71037738671873
1982,1,1,12,285.83536353125
1982,1,1,13,285.74090561718754
1982,1,1,14,286.5031981835938
1982,1,1,15,287.4404690800781
1982,1,1,16,287.4364737265625
1982,1,1,17,288.7078624726563
1982,1,1,18,289.37857396093756
1982,1,1,19,289.2768623300782
1982,1,1,20,289.86126284765635
1982,1,1,21,289.8582334726563
1982,1,1,22,289.1032570429688
1982,1,1,23,288.5858773007813
1982,1,2,0,288.53822513281256
1982,1,2,1,288.6716997304688
1982,1,2,2,287.91421900976565
1982,1,2,3,287.19750880078124
1982,1,2,4,287.04361722851564
1982,1,2,5,286.8490684296875
1982,1,2,6,286.7879435625
1982,1,2,7,286.7983424785157
1982,1,2,8,286.65487512890627
1982,1,2,9,286.6485515117188
1982,1,2,10,286.98623764648437
1982,1,2,11,287.09296796484375
1982,1,2,12,287.104799171875
1982,1,2,13,286.95320484375
1982,1,2,14,288.34235329296877
1982,1,2,15,288.6909246093751
1982,1,2,16,288.57620911328127
1982,1,2,17,289.7853304765626
1982,1,2,18,289.9764500703126
1982,1,2,19,290.3730646953125
1982,1,2,20,290.51391508007816
1982,1,2,21,290.9249397148438
1982,1,2,22,290.4211617695313
1982,1,2,23,290.488916671875
1982,1,3,0,290.56009771875
1982,1,3,1,290.5949609316406
1982,1,3,2,290.6931452636719
1982,1,3,3,291.0260308632813
1982,1,3,4,291.1868686425782
1982,1,3,5,291.3750383222657
1982,1,3,6,291.38600816796884
1982,1,3,7,291.10816233984383
1982,1,3,8,290.9083379589845
1982,1,3,9,290.71286610937506
1982,1,3,10,291.6291330351563
1982,1,3,11,291.59315790234376
1982,1,3,12,291.73238063476566
1982,1,3,13,291.69431825000004
1982,1,3,14,292.6080673007813
1982,1,3,15,293.29704205468755
1982,1,3,16,292.5560487109376
1982,1,3,17,294.24523019140634
1982,1,3,18,294.16148969531264
1982,1,3,19,293.95478116015636
1982,1,3,20,294.3425476132813
1982,1,3,21,294.98530654296883
1982,1,3,22,293.4596363359376
1982,1,3,23,293.89103933593753
1982,1,4,0,294.27981018359384
1982,1,4,1,294.5800970488282
